ID,Value,SEX,AGE0,AGE1,LANG,ANCSTRY10,ANCSTRY11,ANCSTRY20,ANCSTRY21,HISPANIC0,INDUSTRY0,LANG20,OCCUP0,POB0,POB1,RACE0,ANCSTRY12,ANCSTRY13,ANCSTRY22,ANCSTRY23,HISPANIC1,HISPANIC2,INDUSTRY1,INDUSTRY2,INDUSTRY3,INDUSTRY4,LANG21,RACE1,RACE2,RACE3,RACE4,OCCUP1,OCCUP2,OCCUP3,OCCUP4,OCCUP5,POB2,POB3
7163,1,Male,10+,12,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,,,,,,,,,,,,,,,,,,,,
7164,1,Male,10+,16,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),SCOTCH-IRISH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,,,,,,,,,,,,,,,,,,,,
7165,1,Male,30+,37,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Kentucky,White,,,,,,,Nondurable Goods,Paper and allied products,Paperboard containers and boxes,,,,,,,"Service Occupations, Except Protective and Household","Cleaning and Building Service Occupations, Except Household",Janitors and cleaners,,,,
7166,1,Male,60+,69,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),CANADIAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),America,North America,White,Yukon,CANADIAN,,,,,,,,,,,,,,,,,,,Canada,
7167,1,Male,30+,35,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Texas,White,GERMAN,,,,,,Eating and drinking places,,,,,,,,,"Administrative Support Occupations, Including Clerical","Supervisors, Administrative Support Occupations","Supervisors, general office",,,,
7168,1,Male,60+,62,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,"AGRICULTURE, FORESTRY, AND FISHERIES",NOT IN UNIVERSE,Other Agricultural and Related Occupations,United States,Montana,White,,,,,,,"Agricultural production, livestock",,,,,,,,,"Farm Occupations, Except Managerial",Farm workers,,,,,
7169,1,Female,30+,33,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),ITALIAN,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Kentucky,White,,,ITALIAN,,,,Nursing and personal care facilities .e.c.,,,,,,,,,"Service Occupations, Except Protective and Household",Food Preparation and Service Occupations,Cooks,,,,
7170,1,Female,20+,29,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Indiana,White,GERMAN,,,,,,Durable Goods,Machinery and computing equipment,Office and accounting machines,,,,,,,Professional Specialty Occupations,"Engineers, Architects, and Surveyors",Engineers,Mechanical,,,
7171,1,Male,40+,43,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Missouri,White,,,,,,,Colleges and universities,,,,,,,,,Professional Specialty Occupations,"Teachers, Postsecondary","Postsecondary teachers, subject not specified",,,,
7172,1,Male,0+,3,NA (less than 5 years old),NORTH AMERICA (EXCEPT HISPANIC),WHITE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,WHITE,,,,,,,,,,,,,,,,,,,,,
7173,1,Female,20+,23,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,,,,,,,Hospitals,,,,,,,,,"Executive, Administrative, and Managerial Occupations",Management Related Occupations,"Management related occupations, n.e.c.",,,,
7174,1,Female,0+,7,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,GERMAN,,,,,,,,,,,,,,,,,,,
7175,1,Male,20+,27,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,NOT SPANISH/HISPANIC,BUSINESS AND REPAIR SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Mississippi,White,GERMAN,,AMERICAN INDIAN,,,,Services to dwellings and other buildings,,,,,,,,,"Service Occupations, Except Protective and Household","Cleaning and Building Service Occupations, Except Household",Pest control occupations,,,,
7176,1,Female,40+,47,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),SWEDISH,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Nebraska,White,GERMAN,,SWEDISH,,,,Not specified retail trade,,,,,,,,,Sales Occupations,"Supervisors and Proprietors, Sales Occupations",,,,,
7177,1,Female,40+,48,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Ohio,White,GERMAN,,,,,,Hospitals,,,,,,,,,"Administrative Support Occupations, Including Clerical",Computer Equipment Operators,Computer operators,,,,
7178,1,Female,20+,26,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AFRICAN AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Georgia,Black,AFRO AMERICAN,,,,,,,,,,,,,,,,,,,,,
7179,1,Female,10+,10,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Florida,Black,,,,,,,,,,,,,,,,,,,,,,
7180,1,Female,80+,82,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,,,,,,,Nursing and personal care facilities .e.c.,,,,,,,,,Professional Specialty Occupations,Health Assessment and Treating Occupations,Dietitians,,,,
7181,1,Female,10+,12,Speaks other language,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),GERMAN,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Tennessee,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7182,1,Male,30+,30,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Kentucky,White,,,,,,,Nondurable Goods,Rubber and miscellaneous plastics products,"Other rubber products, and plastics footwear and   belting",,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision","Machine Operators, Assorted Materials","Separating, filtering, and clarifying machine operators",,,
7183,1,Female,0+,7,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),NATIVE AMERICAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,AMERICAN INDIAN,,,,,,,,,,,,,,,,,,,,,
7184,1,Male,30+,36,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Kentucky,White,,,,,,,Nondurable Goods,Rubber and miscellaneous plastics products,Miscellaneous plastics products,,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision",Printing Machine Operators,Printing press operators,,,
7185,1,Male,0+,0,NA (less than 5 years old),NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,,,,,,,,,,,,,,,,,,,,
7186,1,Female,30+,32,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Pennsylvania,White,GERMAN,,,,,,"Engineering, architectural, and surveying services",,,,,,,,,Construction Trades,"Supervisors, Construction Occupations","Supervisors, construction, n.e.c.",,,,
7187,1,Female,0+,1,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7188,1,Male,10+,16,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7189,1,Female,40+,47,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Kentucky,White,GERMAN,,,,,,Family child care homes .e.c.,,,,,,,,,"Service Occupations, Except Protective and Household",Personal Service Occupations,Family child care providers,,,,
7190,1,Male,60+,68,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,CONSTRUCTION,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Kentucky,White,,,,,,,,,,,,,,,,Construction Trades,"Construction Trades, Except Supervisors",Carpenters (part 6422),,,,
7191,1,Female,60+,62,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PUBLIC ADMINISTRATION,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Kentucky,White,,,,,,,Administration of economic programs,,,,,,,,,"Administrative Support Occupations, Including Clerical","Supervisors, Administrative Support Occupations","Supervisors, general office",,,,
7192,1,Female,30+,36,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Kentucky,White,,,,,,,Nondurable Goods,Apparel and other finished textile products,"Apparel and accessories, except knit",,,,,,,"Machine Operators, Assemblers, and Inspectors","Machine Operators and Tenders, Except Precision","Textile, Apparel, and Furnishings Machine Operators",Textile sewing machine operators,,,
7193,1,Male,10+,14,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,,,,,,,,,,,,,,,,,,,,
7194,1,Female,70+,79,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,,,,,,,,,,,,,,,,,,,,
7195,1,Male,40+,47,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Kentucky,White,,,,,,,Nondurable Goods,Paper and allied products,"Pulp, paper, and paperboard mills",,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers","Laborers, except construction",,,,,
7196,1,Female,0+,8,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Ohio,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7197,1,Male,10+,16,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Ohio,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7198,1,Male,20+,21,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Ohio,White,,,,,,,Grocery stores,,,,,,,,,Transportation and Material Moving Occupations,Motor Vehicle Operators,Truck drivers,,,,
7199,1,Female,20+,26,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,,,,,,,"Accounting, auditing, and bookkeeping services",,,,,,,,,"Executive, Administrative, and Managerial Occupations",Management Related Occupations,Accountants and auditors,,,,
7200,1,Male,20+,23,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"PRECISION PRODUCTION, CRAFT, AND REPAIR OCCUPATIONS",United States,Kentucky,White,GERMAN,,,,,,Durable Goods,Machinery and computing equipment,"Machinery, except electrical, n.e.c.",,,,,,,Mechanics and Repairers,"Mechanics and Repairers, Except Supervisors",Miscellaneous Mechanics and Repairers,Millwrights,,,
7201,1,Male,50+,51,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Minnesota,White,GERMAN,,,,,,Colleges and universities,,,,,,,,,Professional Specialty Occupations,"Teachers, Postsecondary","Postsecondary teachers, subject not specified",,,,
7202,1,Female,40+,42,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PERSONAL SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Indiana,White,,,,,,,Hotels and motels,,,,,,,,,"Service Occupations, Except Protective and Household","Cleaning and Building Service Occupations, Except Household",Maids and housemen,,,,
7203,1,Female,30+,32,Speaks only English,RESIDUAL AND NO RESPONSE,UNCODABLE ENTRIES,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,,,,,,,Religious organizations,,,,,,,,,Professional Specialty Occupations,"Social, Recreation, and Religious Workers","Religious workers, n.e.c.",,,,
7204,1,Male,40+,43,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,"TRANSPORTATION, COMMUNICATIONS, AND OTHER PUBLIC UTILITIES",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Kentucky,White,GERMAN,,,,,,Transportation,U.S. Postal Service,,,,,,,,"Administrative Support Occupations, Including Clerical",Mail and Message Distributing Occupations,"Mail carriers, postal service",,,,
7205,1,Female,40+,44,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,GERMAN,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Teachers, Except Postsecondary","Teachers, secondary school",,,,
7206,1,Male,10+,17,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),IRISH,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Kentucky,White,,,,,,,Furniture and home furnishings stores,,,,,,,,,Sales Occupations,"Sales Workers, Retail and Personal Services","Sales workers, furniture and home furnishings",,,,
7207,1,Male,60+,67,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,MANUFACTURING,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Kentucky,White,GERMAN,,,,,,Durable Goods,Furniture and fixtures,,,,,,,,Sales Occupations,"Sales Representatives, Commodities, Except Retail","Sales representatives, mining, manufacturing, and wholesale",,,,
7208,1,Female,50+,50,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Kentucky,White,,,,,,,Department stores,,,,,,,,,"Service Occupations, Except Protective and Household","Cleaning and Building Service Occupations, Except Household",Janitors and cleaners,,,,
7209,1,Male,0+,4,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Ohio,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7210,1,Male,0+,2,NA (less than 5 years old),WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Ohio,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7211,1,Female,40+,44,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,,,,,,,Child day care services,,,,,,,,,"Executive, Administrative, and Managerial Occupations","Administrators, education and related fields",,,,,
7212,1,Female,40+,48,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,GERMAN,,,,,,,,,,,,,,,,,,,,,
7213,1,Male,20+,28,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,NOT SPANISH/HISPANIC,WHOLESALE TRADE,NOT IN UNIVERSE,"OPERATORS, FABRICATORS, AND LABORERS",United States,Kentucky,White,GERMAN,,,,,,Nondurable Goods,Groceries and related products,,,,,,,,"Handlers, Equipment Cleaners, Helpers, and Laborers","Laborers, except construction",,,,,
7214,1,Female,70+,76,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),DUTCH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,GERMAN,,,,,,,,,,,,,,,,,,,
7215,1,Male,30+,39,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),IRISH,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,SERVICE OCCUPATIONS,United States,Kentucky,White,,,,,,,Hospitals,,,,,,,,,"Service Occupations, Except Protective and Household",Health Service Occupations,"Nursing aides, orderlies, and attendants",,,,
7216,1,Male,50+,58,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),AMERICAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,,,,,,,,,,,,,,,,,,,,
7217,1,Female,10+,17,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,RETAIL TRADE,NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Kentucky,White,GERMAN,,,,,,Eating and drinking places,,,,,,,,,Sales Occupations,"Sales Workers, Retail and Personal Services",Cashiers,,,,
7218,1,Female,30+,31,Speaks only English,RESIDUAL AND NO RESPONSE,NOT REPORTED,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,PROFESSIONAL AND RELATED SERVICES,NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,,,,,,,Elementary and secondary schools,,,,,,,,,Professional Specialty Occupations,"Librarians, Archivists, and Curators",Librarians,,,,
7219,1,Male,0+,6,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),ENGLISH,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,NOT SPANISH/HISPANIC,N/A (less than 16 years old/unemployed who never worked/nilf who last worked prior to 1985),NOT IN UNIVERSE,N/A (less than 16 years old/unemployed who never worked/NILF who last worked prior to 1985),United States,Kentucky,White,,,GERMAN,,,,,,,,,,,,,,,,,,,
7220,1,Female,40+,42,Speaks only English,NORTH AMERICA (EXCEPT HISPANIC),WHITE,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,MANAGERIAL AND PROFESSIONAL SPECIALTY OCCUPATIONS,United States,Kentucky,White,WHITE,,,,,,"Real estate, including real estate-insurance offices",,,,,,,,,"Executive, Administrative, and Managerial Occupations","Managers, properties and real estate",,,,,
7221,1,Male,60+,60,Speaks only English,WESTERN EUROPE (EXCEPT SPAIN),GERMAN,RESIDUAL AND NO RESPONSE,NOT REPORTED,NOT SPANISH/HISPANIC,"FINANCE, INSURANCE, AND REAL ESTATE",NOT IN UNIVERSE,"TECHNICAL, SALES, AND ADMINISTRATIVE SUPPORT OCCUPATIONS",United States,Kentucky,White,GERMAN,,,,,,"Real estate, including real estate-insurance offices",,,,,,,,,Sales Occupations,"Sales Representatives, Finance and Business Services",Real estate sales occupations,,,,
